,area_type,total_sqft,bath,balcony,price,bhk
7350,Built-up  Area,750.0,2.0,0.0,58.0,2.0
7353,Super built-up  Area,1200.0,2.0,2.0,44.4,2.0
7354,Super built-up  Area,2000.0,4.0,1.0,135.0,4.0
7357,Built-up  Area,1650.0,3.0,3.0,105.0,3.0
7361,Super built-up  Area,985.0,2.0,2.0,42.0,2.0
7362,Super built-up  Area,1475.0,2.0,2.0,63.0,3.0
7364,Super built-up  Area,1157.0,2.0,1.0,53.99,3.0
7365,Built-up  Area,900.0,2.0,3.0,35.0,2.0
7366,Plot  Area,2500.0,3.0,2.0,120.0,4.0
7367,Built-up  Area,1030.0,2.0,1.0,60.0,2.0
7368,Super built-up  Area,1000.0,2.0,1.0,46.0,2.0
7372,Super built-up  Area,1570.0,2.0,2.0,65.94,3.0
7373,Super built-up  Area,1283.0,2.0,2.0,68.0,2.0
7374,Built-up  Area,875.0,2.0,2.0,40.0,3.0
7378,Super built-up  Area,1250.0,2.0,2.0,68.75,3.0
7380,Super built-up  Area,990.0,2.0,2.0,37.62,2.0
7382,Super built-up  Area,1280.0,2.0,2.0,90.0,2.0
7384,Built-up  Area,1190.0,2.0,1.0,55.0,2.0
7385,Super built-up  Area,1100.0,2.0,2.0,60.0,2.0
7387,Built-up  Area,1133.0,2.0,1.0,55.0,2.0
7388,Built-up  Area,2400.0,3.0,3.0,140.0,4.0
7389,Super built-up  Area,1280.0,2.0,2.0,69.0,2.0
7391,Super built-up  Area,1565.0,2.0,2.0,49.3,3.0
7392,Super built-up  Area,1900.0,3.0,0.0,65.0,3.0
7393,Built-up  Area,1080.0,2.0,2.0,45.0,2.0
7394,Super built-up  Area,600.0,1.0,0.0,47.0,1.0
7396,Built-up  Area,1335.0,2.0,1.0,87.0,3.0
7399,Super built-up  Area,1385.0,3.0,1.0,55.0,3.0
7400,Super built-up  Area,1578.0,3.0,1.0,73.9,3.0
7402,Super built-up  Area,1700.0,3.0,1.0,79.9,3.0
7403,Plot  Area,1050.0,4.0,0.0,90.0,4.0
7404,Built-up  Area,1120.0,2.0,1.0,70.0,2.0
7405,Super built-up  Area,435.0,1.0,1.0,22.0,1.0
7406,Super built-up  Area,1116.0,2.0,1.0,51.89,2.0
7407,Super built-up  Area,1480.0,3.0,2.0,95.0,3.0
7408,Built-up  Area,1000.0,2.0,2.0,50.0,2.0
7409,Super built-up  Area,1145.0,2.0,2.0,46.0,2.0
7410,Super built-up  Area,800.0,1.0,1.0,32.0,2.0
7411,Super built-up  Area,1265.0,2.0,1.0,83.0,2.0
7412,Super built-up  Area,1700.0,3.0,0.0,88.2,3.0
7413,Super built-up  Area,1475.0,2.0,1.0,70.0,2.0
7414,Super built-up  Area,1265.0,2.0,2.0,55.0,2.0
7415,Built-up  Area,1200.0,2.0,0.0,58.0,2.0
7417,Super built-up  Area,1080.0,2.0,3.0,50.0,2.0
7418,Super built-up  Area,2023.0,4.0,2.0,130.0,3.0
7419,Super built-up  Area,2400.0,2.0,3.0,125.0,2.0
7420,Super built-up  Area,1545.0,2.0,2.0,66.0,3.0
7421,Super built-up  Area,1804.0,3.0,2.0,166.0,3.0
7424,Super built-up  Area,1108.0,2.0,1.0,74.23,2.0
7425,Super built-up  Area,1730.0,3.0,2.0,115.0,3.0
7426,Super built-up  Area,1427.0,2.0,3.0,70.0,3.0
7427,Super built-up  Area,935.0,2.0,1.0,35.53,2.0
7428,Super built-up  Area,1073.0,2.0,2.0,31.77,2.0
7429,Built-up  Area,960.0,2.0,3.0,37.0,2.0
7430,Super built-up  Area,2215.0,4.0,2.0,150.0,3.0
7434,Super built-up  Area,1080.0,2.0,2.0,75.0,2.0
7436,Plot  Area,1200.0,1.0,1.0,103.0,2.0
7437,Super built-up  Area,1590.0,3.0,2.0,58.0,3.0
7438,Super built-up  Area,1350.0,3.0,2.0,68.0,3.0
7439,Super built-up  Area,1400.0,2.0,2.0,48.0,3.0
7440,Super built-up  Area,1560.0,2.0,3.0,72.0,3.0
7441,Built-up  Area,1810.0,3.0,2.0,57.0,4.0
7442,Super built-up  Area,2274.24,4.0,1.0,160.0,3.0
7443,Super built-up  Area,1484.0,3.0,1.0,74.18,3.0
7449,Super built-up  Area,1351.0,2.0,2.0,74.0,2.0
7451,Super built-up  Area,1430.0,2.0,1.0,61.0,3.0
7453,Super built-up  Area,1310.0,2.0,2.0,37.83,3.0
7456,Super built-up  Area,984.0,2.0,1.0,55.0,2.0
7457,Built-up  Area,1770.0,3.0,3.0,100.0,3.0
7458,Plot  Area,900.0,3.0,1.0,105.0,2.0
7461,Built-up  Area,1140.0,2.0,1.0,60.0,2.0
7462,Super built-up  Area,1170.0,2.0,3.0,34.0,2.0
7463,Super built-up  Area,1160.0,2.0,2.0,46.39,2.0
7465,Built-up  Area,1570.0,3.0,2.0,80.0,3.0
7466,Super built-up  Area,1495.0,2.0,2.0,65.0,3.0
7467,Super built-up  Area,1530.0,2.0,2.0,67.0,3.0
7469,Super built-up  Area,1800.0,3.0,1.0,70.0,3.0
7470,Super built-up  Area,1088.0,2.0,2.0,48.0,2.0
7471,Super built-up  Area,1533.0,3.0,1.0,98.18,3.0
7472,Super built-up  Area,1100.0,2.0,1.0,68.0,2.0
7473,Built-up  Area,1540.0,3.0,3.0,90.0,3.0
7475,Super built-up  Area,1040.0,2.0,1.0,68.59,2.0
7477,Super built-up  Area,1260.0,2.0,1.0,39.69,2.0
7479,Super built-up  Area,1245.0,2.0,2.0,100.0,2.0
7480,Super built-up  Area,1350.0,3.0,0.0,75.0,3.0
7482,Super built-up  Area,470.0,2.0,1.0,10.0,1.0
7483,Super built-up  Area,920.0,2.0,2.0,60.0,2.0
7485,Super built-up  Area,1124.0,2.0,1.0,30.35,2.0
7486,Super built-up  Area,2095.0,3.0,1.0,109.0,4.0
7487,Super built-up  Area,1100.0,2.0,1.0,71.42,2.0
7488,Super built-up  Area,1019.0,2.0,1.0,58.0,2.0
7489,Super built-up  Area,1756.0,3.0,2.0,128.0,3.0
7490,Super built-up  Area,1280.0,3.0,1.0,50.0,3.0
7491,Plot  Area,1200.0,3.0,2.0,125.0,4.0
7492,Super built-up  Area,1700.0,3.0,2.0,150.0,3.0
7493,Super built-up  Area,2134.0,4.0,2.0,118.0,3.0
7494,Super built-up  Area,1369.1,2.0,1.0,98.0,2.0
7495,Plot  Area,600.0,3.0,1.0,69.0,3.0
7497,Super built-up  Area,2515.0,4.0,3.0,155.0,3.0
7498,Super built-up  Area,2215.0,4.0,2.0,154.0,3.0
7499,Super built-up  Area,1440.0,3.0,2.0,72.0,3.0
7500,Super built-up  Area,1186.0,2.0,2.0,55.33,3.0
7501,Super built-up  Area,1350.0,2.0,2.0,47.24,3.0
7502,Super built-up  Area,1800.0,3.0,2.0,140.0,3.0
7503,Built-up  Area,1600.0,3.0,3.0,79.0,3.0
7507,Super built-up  Area,1740.0,3.0,1.0,150.0,3.0
7508,Built-up  Area,900.0,2.0,1.0,90.0,2.0
7509,Built-up  Area,1567.0,3.0,0.0,140.0,2.0
7510,Super built-up  Area,1082.0,2.0,1.0,45.5,3.0
7511,Built-up  Area,1050.0,2.0,1.0,80.0,2.0
7512,Super built-up  Area,1200.0,2.0,1.0,56.0,2.0
7514,Super built-up  Area,1220.0,2.0,2.0,52.0,2.0
7515,Super built-up  Area,1970.0,3.0,2.0,164.0,3.0
7517,Built-up  Area,2130.0,4.0,0.0,120.0,4.0
7518,Super built-up  Area,1749.0,3.0,2.0,120.0,3.0
7519,Super built-up  Area,1260.0,2.0,1.0,108.0,2.0
7521,Super built-up  Area,1170.0,2.0,2.0,120.0,2.0
7522,Super built-up  Area,1670.0,3.0,2.0,75.0,3.0
7530,Super built-up  Area,1125.0,2.0,2.0,44.5,2.0
7531,Super built-up  Area,700.0,2.0,1.0,29.0,2.0
7532,Built-up  Area,1300.0,2.0,1.0,75.0,3.0
7533,Super built-up  Area,1600.0,3.0,2.0,83.0,3.0
7534,Super built-up  Area,1052.0,2.0,1.0,60.0,3.0
7536,Super built-up  Area,1130.0,2.0,2.0,36.0,2.0
7539,Built-up  Area,1500.0,2.0,1.0,63.0,3.0
7540,Super built-up  Area,1350.0,3.0,1.0,47.25,3.0
7541,Super built-up  Area,1230.0,2.0,2.0,52.0,3.0
7542,Super built-up  Area,1520.0,2.0,2.0,85.0,3.0
7543,Super built-up  Area,525.0,1.0,1.0,26.25,1.0
7544,Super built-up  Area,1040.0,2.0,1.0,61.0,2.0
7545,Built-up  Area,1300.0,2.0,1.0,67.0,3.0
7547,Super built-up  Area,780.0,1.0,1.0,70.0,1.0
7548,Super built-up  Area,1140.0,2.0,1.0,51.2,2.0
7549,Super built-up  Area,1225.0,3.0,1.0,33.08,3.0
7550,Built-up  Area,646.0,1.0,0.0,25.84,1.0
7551,Super built-up  Area,1600.0,3.0,1.0,150.0,3.0
7552,Super built-up  Area,1890.0,4.0,3.0,125.0,3.0
7555,Super built-up  Area,1458.0,2.0,2.0,62.0,3.0
7557,Super built-up  Area,1970.0,3.0,2.0,160.0,3.0
7558,Plot  Area,1808.0,4.0,0.0,80.0,3.0
7559,Built-up  Area,1007.0,2.0,1.0,67.0,2.0
7560,Super built-up  Area,1105.0,2.0,1.0,50.0,2.0
7561,Super built-up  Area,1700.0,3.0,3.0,150.0,3.0
7562,Super built-up  Area,1170.0,2.0,3.0,50.0,2.0
7563,Built-up  Area,1080.0,2.0,3.0,45.0,2.0
7564,Super built-up  Area,1150.0,2.0,1.0,62.0,3.0
7565,Super built-up  Area,1200.0,2.0,1.0,57.9,2.0
7567,Super built-up  Area,1656.0,3.0,2.0,75.0,3.0
7570,Super built-up  Area,1085.0,2.0,2.0,33.7,2.0
7571,Super built-up  Area,1215.0,2.0,2.0,49.75,3.0
7572,Built-up  Area,2150.0,4.0,2.0,115.0,4.0
7573,Plot  Area,1100.0,4.0,1.0,120.0,4.0
7574,Super built-up  Area,1210.0,2.0,1.0,77.0,2.0
7575,Built-up  Area,1050.0,2.0,1.0,55.0,2.0
7576,Plot  Area,600.0,3.0,1.0,70.0,3.0
7579,Super built-up  Area,947.55,2.0,1.0,80.0,2.0
7580,Built-up  Area,1421.0,2.0,1.0,90.0,2.0
7582,Super built-up  Area,1425.0,2.0,2.0,74.31,3.0
7583,Super built-up  Area,1162.0,2.0,1.0,58.0,2.0
7584,Super built-up  Area,905.0,1.0,1.0,60.0,1.0
7585,Super built-up  Area,914.0,2.0,1.0,32.0,2.0
7586,Built-up  Area,1258.0,2.0,0.0,58.0,2.0
7591,Super built-up  Area,1537.0,2.0,3.0,70.0,3.0
7595,Plot  Area,2000.0,4.0,1.0,69.0,4.0
7599,Built-up  Area,950.0,2.0,0.0,32.0,2.0
7601,Super built-up  Area,1282.0,2.0,1.0,48.72,3.0
7602,Built-up  Area,1304.0,2.0,0.0,111.0,2.0
7604,Built-up  Area,1220.0,2.0,2.0,49.0,3.0
7606,Built-up  Area,1415.0,3.0,1.0,65.0,3.0
7608,Super built-up  Area,1728.0,3.0,2.0,125.0,3.0
7609,Super built-up  Area,1680.0,3.0,3.0,125.0,3.0
7610,Super built-up  Area,1235.0,2.0,1.0,140.0,2.0
7613,Built-up  Area,1495.0,2.0,2.0,83.0,2.0
7615,Super built-up  Area,2501.0,3.0,3.0,138.0,3.0
7616,Carpet  Area,381.0,1.0,0.0,28.0,1.0
7618,Super built-up  Area,2002.0,3.0,2.0,120.0,3.0
7620,Plot  Area,1200.0,2.0,2.0,70.0,2.0
7626,Built-up  Area,1450.0,3.0,2.0,90.0,3.0
7627,Super built-up  Area,1039.0,2.0,1.0,50.0,2.0
7629,Super built-up  Area,995.0,1.0,1.0,24.88,2.0
7630,Built-up  Area,1620.0,3.0,2.0,90.0,3.0
7633,Built-up  Area,1314.0,2.0,3.0,55.0,2.0
7634,Super built-up  Area,945.0,2.0,1.0,33.0,2.0
7635,Built-up  Area,1374.0,3.0,2.0,72.0,3.0
7636,Built-up  Area,1603.0,3.0,3.0,113.0,3.0
7637,Built-up  Area,1230.0,2.0,2.0,52.0,3.0
7638,Super built-up  Area,670.0,1.0,1.0,50.0,1.0
7639,Super built-up  Area,1864.0,3.0,2.0,105.0,4.0
7640,Built-up  Area,2500.0,3.0,2.0,100.0,3.0
7641,Super built-up  Area,1625.0,2.0,2.0,54.0,3.0
7642,Super built-up  Area,1186.0,2.0,3.0,55.0,2.0
7644,Super built-up  Area,770.0,1.0,1.0,39.9,2.0
7645,Super built-up  Area,1085.0,2.0,1.0,45.0,2.0
7647,Super built-up  Area,1893.0,3.0,2.0,115.0,3.0
7649,Super built-up  Area,1496.0,2.0,3.0,78.0,3.0
7651,Super built-up  Area,1550.0,2.0,2.0,82.0,3.0
7652,Super built-up  Area,1200.0,2.0,1.0,58.17,3.0
7654,Super built-up  Area,1286.0,2.0,2.0,69.0,2.0
7656,Super built-up  Area,1860.0,3.0,2.0,95.0,3.0
7658,Super built-up  Area,1243.0,2.0,2.0,45.0,2.0
7660,Super built-up  Area,1044.0,2.0,2.0,32.0,2.0
7661,Super built-up  Area,1040.0,2.0,1.0,41.59,2.0
7662,Super built-up  Area,1125.0,2.0,2.0,36.94,2.0
7664,Super built-up  Area,1278.0,2.0,2.0,59.0,3.0
7666,Super built-up  Area,1250.0,2.0,1.0,43.0,2.0
7669,Super built-up  Area,1210.0,2.0,2.0,75.0,2.0
7670,Super built-up  Area,1200.0,3.0,2.0,110.0,4.0
7671,Super built-up  Area,1157.0,2.0,1.0,57.84,3.0
7672,Super built-up  Area,1185.0,2.0,1.0,51.15,2.0
7673,Super built-up  Area,1450.0,3.0,3.0,100.0,3.0
7674,Super built-up  Area,1859.0,3.0,2.0,121.0,3.0
7676,Super built-up  Area,900.0,1.0,1.0,25.0,2.0
7677,Super built-up  Area,1305.0,3.0,1.0,60.0,3.0
7678,Built-up  Area,1200.0,2.0,2.0,100.0,3.0
7679,Super built-up  Area,784.0,1.0,0.0,35.285,1.0
7681,Super built-up  Area,1150.0,2.0,0.0,36.8,2.0
7682,Built-up  Area,1806.0,3.0,3.0,85.0,3.0
7683,Super built-up  Area,1027.0,2.0,2.0,42.0,2.0
7684,Super built-up  Area,1002.0,2.0,1.0,40.08,2.0
7685,Super built-up  Area,1220.0,2.0,1.0,36.21,3.0
7686,Super built-up  Area,1109.0,2.0,1.0,35.22,2.0
7687,Built-up  Area,1002.0,2.0,1.0,40.08,2.0
7688,Super built-up  Area,1308.0,2.0,1.0,89.04,2.0
7689,Super built-up  Area,1232.0,2.0,1.0,69.6,2.0
7691,Built-up  Area,1250.0,2.0,2.0,65.0,2.0
7693,Plot  Area,960.0,4.0,2.0,80.0,4.0
7694,Super built-up  Area,1255.0,2.0,1.0,53.87,2.0
7695,Built-up  Area,1434.0,3.0,3.0,84.0,3.0
7696,Built-up  Area,925.0,2.0,2.0,30.0,2.0
7697,Super built-up  Area,1858.0,3.0,1.0,123.0,3.0
7698,Built-up  Area,1205.0,2.0,1.0,70.0,2.0
7699,Plot  Area,1500.0,3.0,2.0,90.0,3.0
7701,Super built-up  Area,1020.0,2.0,2.0,48.95,2.0
7702,Super built-up  Area,965.0,2.0,1.0,56.0,2.0
7705,Super built-up  Area,1636.0,2.0,2.0,82.89,2.0
7706,Super built-up  Area,1724.0,3.0,1.0,125.0,3.0
7707,Super built-up  Area,1216.0,2.0,1.0,67.0,2.0
7708,Super built-up  Area,654.0,1.0,1.0,36.25,1.0
7710,Super built-up  Area,1190.0,2.0,2.0,41.0,2.0
7712,Super built-up  Area,1636.0,3.0,2.0,92.0,3.0
7713,Super built-up  Area,1195.0,2.0,2.0,73.0,2.0
7715,Super built-up  Area,1250.0,2.0,1.0,67.0,2.0
7717,Super built-up  Area,1546.0,3.0,1.0,95.0,3.0
7720,Plot  Area,2260.0,3.0,1.0,80.0,2.0
7724,Built-up  Area,375.0,1.0,0.0,26.0,1.0
7725,Super built-up  Area,1007.0,2.0,1.0,66.0,2.0
7728,Super built-up  Area,1020.0,2.0,3.0,47.0,2.0
7730,Plot  Area,800.0,3.0,1.0,59.5,2.0
7732,Super built-up  Area,1125.0,2.0,3.0,55.0,2.0
7734,Built-up  Area,909.0,2.0,1.0,43.0,3.0
7736,Super built-up  Area,1400.0,2.0,3.0,85.0,2.0
7737,Super built-up  Area,1152.0,2.0,2.0,61.0,2.0
7738,Super built-up  Area,958.0,2.0,1.0,34.49,2.0
7741,Super built-up  Area,1310.0,2.0,2.0,85.0,2.0
7742,Super built-up  Area,1590.0,2.0,2.0,126.0,3.0
7743,Super built-up  Area,1645.0,3.0,2.0,110.0,3.0
7744,Built-up  Area,1800.0,2.0,2.0,100.0,3.0
7745,Super built-up  Area,1795.0,3.0,2.0,150.0,3.0
7746,Super built-up  Area,1100.0,2.0,3.0,35.0,2.0
7747,Super built-up  Area,777.0,1.0,0.0,38.535,1.0
7748,Super built-up  Area,925.0,2.0,2.0,70.0,2.0
7749,Super built-up  Area,1542.14,3.0,3.0,120.0,3.0
7751,Super built-up  Area,1430.0,2.0,2.0,54.0,3.0
7753,Plot  Area,750.0,2.0,1.0,42.0,4.0
7754,Super built-up  Area,1140.0,2.0,1.0,32.92,2.0
7755,Built-up  Area,967.0,2.0,1.0,45.0,3.0
7757,Built-up  Area,850.0,1.0,0.0,35.5,2.0
7758,Super built-up  Area,1100.0,2.0,2.0,32.0,2.0
7759,Super built-up  Area,1697.0,3.0,2.0,110.0,3.0
7760,Super built-up  Area,1250.0,2.0,2.0,47.0,2.0
7761,Super built-up  Area,1120.0,2.0,2.0,50.0,2.0
7762,Plot  Area,1200.0,4.0,0.0,95.0,4.0
7767,Super built-up  Area,1417.0,2.0,2.0,76.0,3.0
7768,Built-up  Area,1492.0,3.0,1.0,88.0,3.0
7769,Super built-up  Area,1498.0,3.0,3.0,79.15,3.0
7771,Super built-up  Area,1010.0,2.0,1.0,48.27,2.0
7773,Super built-up  Area,1050.0,2.0,1.0,35.0,2.0
7774,Super built-up  Area,1847.0,3.0,2.0,125.0,3.0
7776,Super built-up  Area,982.0,2.0,2.0,37.28,2.0
7777,Super built-up  Area,2144.6,4.0,2.0,145.0,3.0
7778,Super built-up  Area,750.0,2.0,1.0,36.5,2.0
7779,Super built-up  Area,919.0,2.0,2.0,35.0,2.0
7780,Super built-up  Area,1087.0,2.0,1.0,54.3,2.0
7781,Built-up  Area,1480.0,3.0,2.0,74.0,3.0
7782,Built-up  Area,1180.0,2.0,2.0,52.0,2.0
7784,Super built-up  Area,1221.0,3.0,2.0,65.0,3.0
7786,Built-up  Area,2072.0,3.0,2.0,122.0,3.0
7787,Built-up  Area,1600.0,3.0,2.0,69.0,3.0
7788,Super built-up  Area,2200.0,3.0,2.0,98.0,3.0
7790,Super built-up  Area,1253.0,2.0,2.0,81.5,2.0
7791,Super built-up  Area,1061.0,2.0,1.0,54.92,2.0
7792,Super built-up  Area,1950.0,3.0,2.0,115.0,3.0
7793,Built-up  Area,1250.0,2.0,2.0,68.0,2.0
7794,Super built-up  Area,1585.0,2.0,3.0,80.0,3.0
7796,Super built-up  Area,1015.0,2.0,2.0,37.0,2.0
7798,Super built-up  Area,1125.0,2.0,2.0,56.8,2.0
7799,Super built-up  Area,1116.0,2.0,2.0,40.0,2.0
7800,Built-up  Area,400.0,1.0,0.0,35.0,1.0
7803,Super built-up  Area,1300.0,2.0,2.0,100.0,2.0
7804,Super built-up  Area,1419.0,2.0,1.0,60.42,2.0
7805,Super built-up  Area,1310.0,2.0,1.0,55.0,3.0
7806,Super built-up  Area,2072.0,4.0,2.0,152.0,3.0
7807,Built-up  Area,1240.0,2.0,1.0,58.58,2.0
7808,Built-up  Area,1565.0,3.0,2.0,98.91,3.0
7809,Super built-up  Area,1820.0,3.0,2.0,89.0,3.0
7810,Plot  Area,2500.0,3.0,1.0,88.0,3.0
7812,Super built-up  Area,1245.0,2.0,1.0,62.0,2.0
7813,Super built-up  Area,1315.0,3.0,1.0,65.0,3.0
7814,Super built-up  Area,1410.0,2.0,2.0,73.0,3.0
7815,Super built-up  Area,1375.0,2.0,1.0,60.0,2.0
7816,Super built-up  Area,1299.0,2.0,2.0,95.0,2.0
7817,Super built-up  Area,993.0,2.0,3.0,45.5,2.0
7818,Plot  Area,1200.0,3.0,0.0,45.0,2.0
7822,Super built-up  Area,1655.0,3.0,2.0,131.0,3.0
7825,Built-up  Area,550.0,1.0,1.0,15.0,2.0
7826,Super built-up  Area,825.0,2.0,1.0,40.0,1.0
7827,Super built-up  Area,1634.0,3.0,1.0,111.0,3.0
7829,Super built-up  Area,1222.0,2.0,2.0,80.0,2.0
7830,Super built-up  Area,1500.0,3.0,2.0,63.0,3.0
7831,Super built-up  Area,1890.0,4.0,2.0,100.0,3.0
7833,Super built-up  Area,850.0,1.0,1.0,39.5,2.0
7834,Super built-up  Area,1295.0,2.0,3.0,78.5,2.0
7835,Super built-up  Area,1320.0,2.0,1.0,100.0,2.0
7839,Built-up  Area,1197.0,2.0,1.0,82.0,2.0
7840,Super built-up  Area,1320.0,2.0,3.0,60.0,3.0
7842,Super built-up  Area,840.0,1.0,1.0,57.6,1.0
7843,Super built-up  Area,640.0,1.0,0.0,19.83,1.0
7844,Super built-up  Area,1693.0,3.0,1.0,71.38,3.0
7846,Built-up  Area,1305.0,2.0,1.0,70.0,2.0
7847,Built-up  Area,450.0,1.0,1.0,18.0,1.0
7853,Built-up  Area,1991.0,3.0,2.0,104.0,3.0
7854,Super built-up  Area,1779.0,3.0,2.0,90.0,3.0
7856,Super built-up  Area,870.0,2.0,2.0,38.0,2.0
7857,Super built-up  Area,1595.0,3.0,2.0,120.0,3.0
7861,Super built-up  Area,2000.0,4.0,2.0,138.0,3.0
7862,Super built-up  Area,1614.0,3.0,2.0,93.0,3.0
7863,Super built-up  Area,1200.0,2.0,3.0,40.0,2.0
7864,Built-up  Area,1150.0,3.0,3.0,46.0,3.0
7866,Super built-up  Area,1610.0,3.0,2.0,80.48,3.0
7870,Super built-up  Area,1460.0,2.0,1.0,97.0,3.0
7872,Plot  Area,600.0,1.0,0.0,33.0,1.0
7873,Built-up  Area,1569.0,3.0,0.0,70.0,3.0
7875,Super built-up  Area,645.0,1.0,0.0,42.5,1.0
7877,Plot  Area,800.0,3.0,0.0,95.0,3.0
7878,Built-up  Area,800.0,2.0,1.0,80.0,2.0
7879,Super built-up  Area,1350.0,2.0,1.0,90.0,2.0
7882,Super built-up  Area,1109.0,2.0,1.0,35.47,2.0
7884,Built-up  Area,800.0,1.0,0.0,72.0,1.0
7885,Super built-up  Area,1215.0,2.0,1.0,68.0,2.0
7888,Super built-up  Area,1255.0,2.0,2.0,52.76,2.0
7889,Super built-up  Area,1020.0,2.0,1.0,49.0,2.0
7890,Super built-up  Area,1225.0,2.0,2.0,82.0,3.0
7891,Super built-up  Area,1120.0,2.0,1.0,60.0,2.0
7893,Super built-up  Area,1225.0,2.0,1.0,69.0,3.0
7896,Super built-up  Area,1984.0,4.0,1.0,145.0,3.0
7899,Super built-up  Area,1127.0,2.0,1.0,45.0,2.0
7900,Built-up  Area,1655.0,3.0,2.0,97.0,3.0
7902,Plot  Area,1200.0,3.0,1.0,68.38,3.0
7903,Super built-up  Area,1000.0,2.0,2.0,43.0,2.0
7904,Super built-up  Area,1225.0,2.0,2.0,47.88,2.0
7905,Super built-up  Area,1350.0,2.0,2.0,45.0,2.0
7907,Super built-up  Area,1175.0,2.0,3.0,49.0,2.0
7908,Super built-up  Area,655.0,1.0,2.0,27.0,1.0
7909,Super built-up  Area,1311.0,2.0,1.0,84.86,3.0
7911,Carpet  Area,1000.0,2.0,1.0,38.5,2.0
7912,Super built-up  Area,1196.0,2.0,1.0,96.0,2.0
7913,Built-up  Area,1050.0,2.0,1.0,59.0,3.0
7914,Super built-up  Area,1275.0,2.0,2.0,52.0,3.0
7915,Carpet  Area,927.0,2.0,1.0,50.0,2.0
7916,Super built-up  Area,1520.0,2.0,3.0,61.0,3.0
7918,Built-up  Area,1333.0,2.0,1.0,104.0,2.0
7919,Super built-up  Area,600.0,1.0,0.0,18.0,1.0
7920,Super built-up  Area,1326.0,2.0,1.0,34.8,3.0
7922,Built-up  Area,1370.0,2.0,2.0,125.0,2.0
7923,Super built-up  Area,1100.0,2.0,2.0,85.0,2.0
7925,Super built-up  Area,1917.0,3.0,2.0,132.0,3.0
7927,Super built-up  Area,950.0,2.0,1.0,58.11,2.0
7928,Super built-up  Area,1175.0,2.0,1.0,48.72,2.0
7931,Super built-up  Area,1257.0,2.0,1.0,68.5,2.0
7932,Super built-up  Area,650.0,1.0,2.0,19.87,1.0
7936,Super built-up  Area,1161.0,2.0,1.0,63.85,2.0
7937,Super built-up  Area,1630.0,3.0,2.0,51.35,3.0
7938,Super built-up  Area,1310.0,2.0,2.0,60.0,3.0
7939,Super built-up  Area,750.0,2.0,1.0,28.0,2.0
7941,Super built-up  Area,1000.0,2.0,1.0,45.0,2.0
7943,Built-up  Area,1315.0,2.0,2.0,70.0,2.0
7944,Super built-up  Area,1370.0,2.0,2.0,90.0,3.0
7946,Built-up  Area,1465.0,3.0,3.0,90.0,2.0
7949,Super built-up  Area,1250.0,2.0,2.0,70.0,3.0
7951,Super built-up  Area,1284.0,2.0,2.0,75.0,3.0
7953,Super built-up  Area,1820.0,3.0,2.0,150.0,3.0
7954,Super built-up  Area,1580.0,3.0,1.0,73.0,3.0
7957,Super built-up  Area,1075.0,2.0,1.0,40.0,2.0
7958,Super built-up  Area,1400.0,2.0,3.0,78.0,3.0
7959,Super built-up  Area,1400.0,2.0,1.0,55.0,3.0
7960,Built-up  Area,845.0,2.0,1.0,30.0,2.0
7963,Super built-up  Area,800.0,2.0,1.0,85.0,2.0
7965,Super built-up  Area,1175.0,2.0,2.0,43.48,2.0
7967,Super built-up  Area,1767.0,3.0,2.0,109.0,3.0
7968,Super built-up  Area,1800.0,3.0,1.0,90.0,4.0
7971,Super built-up  Area,1613.0,3.0,0.0,150.0,3.0
7973,Built-up  Area,1290.0,2.0,0.0,90.0,2.0
7974,Super built-up  Area,1375.0,2.0,1.0,78.0,2.0
7975,Super built-up  Area,985.0,2.0,2.0,57.0,2.0
7977,Super built-up  Area,1099.0,2.0,1.0,37.5,2.0
7978,Super built-up  Area,605.0,1.0,0.0,13.31,1.0
7981,Super built-up  Area,1200.0,2.0,1.0,53.0,2.0
7982,Built-up  Area,1000.0,2.0,1.0,45.0,2.0
7983,Super built-up  Area,1159.0,2.0,3.0,38.0,3.0
7987,Built-up  Area,1540.0,2.0,2.0,78.0,3.0
7988,Built-up  Area,1503.0,2.0,2.0,93.0,3.0
7989,Super built-up  Area,1850.0,4.0,2.0,120.0,3.0
7990,Built-up  Area,1580.0,3.0,1.0,60.0,3.0
7991,Super built-up  Area,1190.0,2.0,2.0,39.25,2.0
7992,Plot  Area,1200.0,2.0,1.0,61.0,2.0
7994,Super built-up  Area,850.0,1.0,1.0,19.9,2.0
7996,Super built-up  Area,2500.0,2.0,1.0,60.0,3.0
7998,Super built-up  Area,1500.0,2.0,2.0,52.0,3.0
8000,Super built-up  Area,1880.0,3.0,3.0,120.0,3.0
8009,Super built-up  Area,1765.0,3.0,2.0,77.27,3.0
8010,Super built-up  Area,1174.0,2.0,1.0,29.35,2.0
8011,Super built-up  Area,1894.0,3.0,1.0,115.0,3.0
8013,Super built-up  Area,1760.0,3.0,2.0,142.0,3.0
8014,Built-up  Area,1768.0,3.0,3.0,95.0,3.0
8015,Built-up  Area,1790.0,3.0,0.0,97.0,3.0
8018,Built-up  Area,2540.0,4.0,0.0,160.0,4.0
8019,Super built-up  Area,1137.0,2.0,1.0,53.4,2.0
8022,Super built-up  Area,1568.0,2.0,2.0,100.0,3.0
8024,Super built-up  Area,1308.0,2.0,1.0,60.0,2.0
